post_id,platform,timestamp,lang,text,topic,stance,toxicity,is_campaign_suspected,likes,comments,hashtags_joined,source_url
ig_800258,instagram,2025-08-11T04:06:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,1212,270,#Innovation;#TechForGood,https://instagram.com/p/ig_800258
ig_800259,instagram,2025-08-09T04:49:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6962,1414,#CommunityDevelopment;#TechForGood,https://instagram.com/p/ig_800259
ig_800269,instagram,2025-08-07T02:52:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,18802,67,#SkillDevelopment;#DigitalLiteracy,https://instagram.com/p/ig_800269
ig_800272,instagram,2025-08-05T23:18:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2578,362,#CleanEnergy;#StartupEcosystem,https://instagram.com/p/ig_800272
ig_800274,instagram,2025-08-08T15:26:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12212,252,#ClimateAction;#CivicEngagement,https://instagram.com/p/ig_800274
ig_800277,instagram,2025-08-24T16:41:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12891,299,#ClimateAction;#CivicEngagement,https://instagram.com/p/ig_800277
ig_800280,instagram,2025-08-05T08:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11224,1395,#YouthVoices;#SkillDevelopment,https://instagram.com/p/ig_800280
ig_800281,instagram,2025-08-05T15:23:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9240,642,#StartupEcosystem;#Sustainability,https://instagram.com/p/ig_800281
ig_800286,instagram,2025-07-20T11:34:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8947,1045,#YouthVoices;#StartupEcosystem,https://instagram.com/p/ig_800286
ig_800288,instagram,2025-07-23T03:58:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16437,1115,#CivicEngagement;#FinancialInclusion,https://instagram.com/p/ig_800288
ig_800289,instagram,2025-07-16T19:40:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,727,343,#TechForGood;#CleanEnergy,https://instagram.com/p/ig_800289
ig_800293,instagram,2025-08-15T15:27:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14010,875,#EducationReform;#StartupEcosystem,https://instagram.com/p/ig_800293
ig_800303,instagram,2025-07-25T21:59:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16506,102,#DigitalLiteracy;#StartupEcosystem,https://instagram.com/p/ig_800303
ig_800304,instagram,2025-07-25T19:55:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15902,265,#CivicEngagement;#CommunityDevelopment,https://instagram.com/p/ig_800304
ig_800306,instagram,2025-08-19T13:20:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2609,1152,#Innovation;#YouthVoices,https://instagram.com/p/ig_800306
ig_800309,instagram,2025-08-14T10:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13568,511,#StartupEcosystem;#ClimateAction,https://instagram.com/p/ig_800309
ig_800316,instagram,2025-08-16T15:28:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14918,127,#CleanEnergy;#ClimateAction,https://instagram.com/p/ig_800316
ig_800327,instagram,2025-08-22T06:01:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,7406,298,#TechForGood;#Sustainability,https://instagram.com/p/ig_800327
ig_800328,instagram,2025-08-23T17:44:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17897,828,#SkillDevelopment;#Sustainability,https://instagram.com/p/ig_800328
ig_800333,instagram,2025-08-14T22:33:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11702,708,#CivicEngagement;#Innovation,https://instagram.com/p/ig_800333
ig_800336,instagram,2025-08-18T13:29:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14237,1051,#FinancialInclusion;#Sustainability,https://instagram.com/p/ig_800336
ig_800337,instagram,2025-07-27T11:49:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13231,763,#DigitalLiteracy;#RoadSafety,https://instagram.com/p/ig_800337
ig_800338,instagram,2025-07-29T02:39:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9078,170,#YouthVoices;#StartupEcosystem,https://instagram.com/p/ig_800338
ig_800340,instagram,2025-07-23T15:19:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3808,826,#Sustainability;#YouthVoices,https://instagram.com/p/ig_800340
ig_800341,instagram,2025-08-11T19:21:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2048,17,#Innovation;#CleanEnergy,https://instagram.com/p/ig_800341
ig_800343,instagram,2025-08-03T06:50:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2108,934,#CleanEnergy;#PublicHealth,https://instagram.com/p/ig_800343
ig_800347,instagram,2025-08-20T21:56:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2977,866,#TechForGood;#FinancialInclusion,https://instagram.com/p/ig_800347
ig_800348,instagram,2025-08-13T03:51:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8766,292,#CivicEngagement;#EducationReform,https://instagram.com/p/ig_800348
ig_800350,instagram,2025-07-26T14:46:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6530,1405,#DigitalLiteracy;#CleanEnergy,https://instagram.com/p/ig_800350
ig_800352,instagram,2025-07-26T05:30:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,1976,1336,#ClimateAction;#StartupEcosystem,https://instagram.com/p/ig_800352
ig_800355,instagram,2025-07-15T11:07:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17938,426,#Innovation;#CivicEngagement,https://instagram.com/p/ig_800355
ig_800360,instagram,2025-08-22T08:18:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6541,1118,#CommunityDevelopment;#SkillDevelopment,https://instagram.com/p/ig_800360
ig_800362,instagram,2025-08-01T14:22:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12584,258,#Innovation;#TechForGood,https://instagram.com/p/ig_800362
ig_800367,instagram,2025-08-08T02:22:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12110,368,#CivicEngagement;#PublicHealth,https://instagram.com/p/ig_800367
ig_800368,instagram,2025-07-30T14:49:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9266,362,#Innovation;#DigitalLiteracy,https://instagram.com/p/ig_800368
ig_800370,instagram,2025-07-28T05:34:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6321,977,#CivicEngagement;#YouthVoices,https://instagram.com/p/ig_800370
ig_800371,instagram,2025-08-05T17:48:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10625,446,#Sustainability;#RoadSafety,https://instagram.com/p/ig_800371
ig_800372,instagram,2025-08-21T03:54:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13179,161,#EducationReform;#TechForGood,https://instagram.com/p/ig_800372
ig_800374,instagram,2025-07-28T08:17:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15892,1059,#TechForGood;#StartupEcosystem,https://instagram.com/p/ig_800374
ig_800375,instagram,2025-08-06T11:27:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14565,310,#Sustainability;#WomenInSTEM,https://instagram.com/p/ig_800375
ig_800379,instagram,2025-08-16T14:36:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13375,420,#StartupEcosystem;#CommunityDevelopment,https://instagram.com/p/ig_800379
ig_800381,instagram,2025-08-16T14:23:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14379,1108,#Innovation;#WomenInSTEM,https://instagram.com/p/ig_800381
ig_800385,instagram,2025-08-09T04:57:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13645,995,#EducationReform;#TechForGood,https://instagram.com/p/ig_800385
ig_800387,instagram,2025-08-22T19:10:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,14219,483,#TechForGood;#FinancialInclusion,https://instagram.com/p/ig_800387
ig_800389,instagram,2025-08-20T10:17:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11432,668,#EducationReform;#Sustainability,https://instagram.com/p/ig_800389
ig_800390,instagram,2025-08-07T17:34:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,19516,120,#DigitalLiteracy;#PublicHealth,https://instagram.com/p/ig_800390
ig_800392,instagram,2025-08-05T02:20:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11687,28,#CommunityDevelopment;#PublicHealth,https://instagram.com/p/ig_800392
ig_800401,instagram,2025-08-06T12:56:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13930,1027,#RoadSafety;#PublicHealth,https://instagram.com/p/ig_800401
ig_800403,instagram,2025-08-14T10:30:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,18498,1000,#ClimateAction;#DigitalLiteracy,https://instagram.com/p/ig_800403
ig_800409,instagram,2025-07-20T08:01:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,18417,952,#SkillDevelopment;#DigitalLiteracy,https://instagram.com/p/ig_800409
ig_800415,instagram,2025-08-15T23:37:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13006,398,#RoadSafety;#DigitalLiteracy,https://instagram.com/p/ig_800415
ig_800416,instagram,2025-07-15T19:25:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11308,807,#TechForGood;#Innovation,https://instagram.com/p/ig_800416
ig_800420,instagram,2025-08-16T19:06:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6249,185,#PublicHealth;#Innovation,https://instagram.com/p/ig_800420
ig_800422,instagram,2025-08-22T09:46:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15954,374,#CivicEngagement;#PublicHealth,https://instagram.com/p/ig_800422
ig_800426,instagram,2025-07-22T23:49:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,17763,928,#WomenInSTEM;#CleanEnergy,https://instagram.com/p/ig_800426
ig_800432,instagram,2025-08-03T17:40:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3400,237,#YouthVoices;#Sustainability,https://instagram.com/p/ig_800432
ig_800435,instagram,2025-08-09T22:42:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15584,154,#YouthVoices;#TechForGood,https://instagram.com/p/ig_800435
ig_800436,instagram,2025-07-24T04:54:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3553,1499,#SkillDevelopment;#EducationReform,https://instagram.com/p/ig_800436
ig_800438,instagram,2025-07-21T04:02:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,409,382,#CommunityDevelopment;#PublicHealth,https://instagram.com/p/ig_800438
ig_800445,instagram,2025-08-20T08:18:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12459,436,#Sustainability;#CleanEnergy,https://instagram.com/p/ig_800445
ig_800446,instagram,2025-08-18T06:05:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,3558,1442,#YouthVoices;#TechForGood,https://instagram.com/p/ig_800446
ig_800452,instagram,2025-07-15T10:13:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,11920,300,#CommunityDevelopment;#YouthVoices,https://instagram.com/p/ig_800452
ig_800460,instagram,2025-08-22T03:09:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16099,421,#StartupEcosystem;#DigitalLiteracy,https://instagram.com/p/ig_800460
ig_800463,instagram,2025-07-29T08:57:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4225,402,#Sustainability;#PublicHealth,https://instagram.com/p/ig_800463
ig_800466,instagram,2025-07-26T19:29:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12417,241,#Innovation;#RoadSafety,https://instagram.com/p/ig_800466
ig_800467,instagram,2025-08-07T11:40:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10511,1483,#WomenInSTEM;#TechForGood,https://instagram.com/p/ig_800467
